state,district,murder,no_of_districts
"UTTAR PRADESH",KHIRI,99,1
"ANDHRA PRADESH",ADILABAD,99,1
GUJARAT,"AHMEDABAD COMMR.",99,1
KARNATAKA,GULBARGA,99,1
"WEST BENGAL","PASCHIM MIDNAPUR",99,1
"ANDHRA PRADESH","EAST GODAVARI",99,1
MAHARASHTRA,"NAGPUR COMMR.",98,1
ASSAM,SONITPUR,98,1
"WEST BENGAL",BURDWAN,98,1
MAHARASHTRA,AHMEDNAGAR,98,1
"ANDHRA PRADESH",CUDDAPAH,98,1
KARNATAKA,BELGAUM,98,1
ODISHA,MAYURBHANJ,98,1
"MADHYA PRADESH",GWALIOR,98,1
"WEST BENGAL","PASCHIM MIDNAPUR",98,1
"WEST BENGAL",HOOGHLY,98,1
"ANDHRA PRADESH",ADILABAD,98,1
"ANDHRA PRADESH",NIZAMABAD,98,1
"ANDHRA PRADESH",PRAKASHAM,98,1
"DELHI UT",OUTER,98,1
ASSAM,TINSUKIA,98,1
"WEST BENGAL",MALDA,98,1
"MADHYA PRADESH",JABALPUR,98,1
GUJARAT,"SURAT COMMR.",97,1
BIHAR,AURANGABAD,97,1
"UTTAR PRADESH",BADAUN,97,1
BIHAR,PURNEA,97,1
BIHAR,SITAMARHI,97,1
ODISHA,KEONJHAR,97,1
MAHARASHTRA,AHMEDNAGAR,97,1
"ANDHRA PRADESH","EAST GODAVARI",97,1
ASSAM,DIBRUGARH,97,1
BIHAR,MOTIHARI,97,1
"JAMMU & KASHMIR",RAJOURI,97,1
MAHARASHTRA,SANGLI,97,1
BIHAR,BHAGALPUR,97,1
MAHARASHTRA,"NASIK RURAL",97,1
TRIPURA,WEST,97,1
"MADHYA PRADESH",BHIND,97,1
MAHARASHTRA,"SOLAPUR RURAL",97,1
JHARKHAND,HAZARIBAGH,97,1
"UTTAR PRADESH",GORAKHPUR,96,1
BIHAR,AURANGABAD,96,1
BIHAR,PURNEA,96,1
"UTTAR PRADESH",FATEHGARH,96,1
"ANDHRA PRADESH","EAST GODAVARI",96,1
"ANDHRA PRADESH",NIZAMABAD,96,1
MAHARASHTRA,"SOLAPUR RURAL",96,1
"UTTAR PRADESH",MATHURA,96,1
KARNATAKA,KOLAR,96,1
"UTTAR PRADESH",UNNAO,96,1
"WEST BENGAL",BIRBHUM,96,1
CHHATTISGARH,BILASPUR,96,1
ODISHA,MAYURBHANJ,96,1
"TAMIL NADU",CHENNAI,96,1
"ANDHRA PRADESH",MEDAK,96,1
ASSAM,TINSUKIA,96,1
BIHAR,BHOJPUR,96,1
"UTTAR PRADESH",FIROZABAD,96,1
"ANDHRA PRADESH",GUNTUR,96,1
"MADHYA PRADESH",GWALIOR,96,1
"UTTAR PRADESH",SITAPUR,96,1
"DELHI UT",OUTER,96,1
CHHATTISGARH,BIZAPUR,95,1
"UTTAR PRADESH",MATHURA,95,1
MAHARASHTRA,"NAGPUR COMMR.",95,1
"TAMIL NADU","THIRUNELVELI RURAL",95,1
CHHATTISGARH,RAIPUR,95,1
GUJARAT,"AHMEDABAD COMMR.",95,1
RAJASTHAN,BHARATPUR,95,1
ASSAM,NAGAON,95,1
KARNATAKA,GULBARGA,95,1
MAHARASHTRA,"NAGPUR RURAL",95,1
MAHARASHTRA,"PUNE COMMR.",95,1
"ANDHRA PRADESH",CUDDAPAH,95,1
"JAMMU & KASHMIR",BARAMULLA,95,1
"UTTAR PRADESH",FIROZABAD,95,1
BIHAR,MUNGER,95,1
"WEST BENGAL",MURSHIDABAD,95,1
UTTARAKHAND,HARIDWAR,94,1
"TAMIL NADU",DHARMAPURI,94,1
"ANDHRA PRADESH",PRAKASHAM,94,1
"UTTAR PRADESH",MATHURA,94,1
CHHATTISGARH,BILASPUR,94,1
"UTTAR PRADESH",GORAKHPUR,94,1
"UTTAR PRADESH",UNNAO,94,1
ASSAM,SONITPUR,94,1
BIHAR,BHOJPUR,94,1
"WEST BENGAL",BIRBHUM,94,1
"MADHYA PRADESH",SAGAR,94,1
"TAMIL NADU","THIRUNELVELI RURAL",94,1
"UTTAR PRADESH",KHIRI,93,1
"UTTAR PRADESH",BIJNOR,93,1
"ANDHRA PRADESH",CUDDAPAH,93,1
"ANDHRA PRADESH","EAST GODAVARI",93,1
"WEST BENGAL",HOWRAH,93,1
"UTTAR PRADESH",SHAHJAHANPUR,93,1
CHHATTISGARH,DURG,93,1
JHARKHAND,PALAMU,93,1
KARNATAKA,GULBARGA,93,1
"MADHYA PRADESH",JABALPUR,93,1
"WEST BENGAL",BIRBHUM,93,1
"WEST BENGAL",PURULIA,93,1
KARNATAKA,"BANGALORE RURAL",93,1
BIHAR,BANKA,93,1
"ANDHRA PRADESH",NIZAMABAD,93,1
"MADHYA PRADESH",INDORE,93,1
"WEST BENGAL",NADIA,93,1
"UTTAR PRADESH",SAHARANPUR,93,1
BIHAR,BHAGALPUR,93,1
BIHAR,JAMUI,93,1
CHHATTISGARH,BILASPUR,93,1
MAHARASHTRA,"NASIK RURAL",92,1
"UTTAR PRADESH","GAUTAMBUDH NAGAR",92,1
"ANDHRA PRADESH",KRISHNA,92,1
"WEST BENGAL",BURDWAN,92,1
"WEST BENGAL",JALPAIGURI,92,1
JHARKHAND,DHANBAD,92,1
RAJASTHAN,JAIPUR,92,1
GUJARAT,"AHMEDABAD COMMR.",92,1
RAJASTHAN,BHARATPUR,92,1
ASSAM,TINSUKIA,92,1
MAHARASHTRA,AHMEDNAGAR,92,1
"UTTAR PRADESH",FATEHPUR,92,1
"ANDHRA PRADESH",PRAKASHAM,92,1
ASSAM,NAGAON,92,1
BIHAR,BHAGALPUR,92,1
JHARKHAND,JAMSHEDPUR,92,1
BIHAR,AURANGABAD,92,1
KARNATAKA,RAMANAGAR,92,1
"WEST BENGAL",HOOGHLY,92,1
"DELHI UT",NORTH-EAST,92,1
"WEST BENGAL",BIRBHUM,92,1
MANIPUR,TOTAL,92,1
MAHARASHTRA,"SOLAPUR RURAL",92,1
JHARKHAND,KHUNTI,91,1
KARNATAKA,GULBARGA,91,1
"ANDHRA PRADESH","RANGA REDDY",91,1
ODISHA,KEONJHAR,91,1
"ANDHRA PRADESH",KARIMNAGAR,91,1
HARYANA,HISSAR,91,1
MAHARASHTRA,"NASIK RURAL",91,1
ASSAM,NAGAON,91,1
"MADHYA PRADESH",BHOPAL,91,1
"ANDHRA PRADESH","WEST GODAVARI",91,1
ASSAM,SONITPUR,91,1
BIHAR,KATIHAR,91,1
KARNATAKA,TUMKUR,91,1
RAJASTHAN,JAIPUR,91,1
"TAMIL NADU",CHENNAI,91,1
"ANDHRA PRADESH",CUDDAPAH,91,1
"UTTAR PRADESH",FATEHPUR,91,1
"UTTAR PRADESH",PILIBHIT,91,1
"MADHYA PRADESH",GWALIOR,91,1
NAGALAND,TOTAL,91,1
MAHARASHTRA,NANDED,91,1
"UTTAR PRADESH",HARDOI,91,1
"MADHYA PRADESH",DHAR,90,1
"TAMIL NADU",CHENNAI,90,1
"ANDHRA PRADESH",NIZAMABAD,90,1
"TAMIL NADU",DHARMAPURI,90,1
CHHATTISGARH,DURG,90,1
"UTTAR PRADESH",MATHURA,90,1
JHARKHAND,JAMSHEDPUR,90,1
JHARKHAND,PALAMU,90,1
"MADHYA PRADESH",SATNA,90,1
"WEST BENGAL",HOOGHLY,90,1
BIHAR,BHAGALPUR,90,1
BIHAR,KATIHAR,90,1
"MADHYA PRADESH",SAGAR,90,1
PUNJAB,"CP LUDHIANA",90,1
MAHARASHTRA,NANDED,90,1
"UTTAR PRADESH",MORADABAD,90,1
RAJASTHAN,ALWAR,89,1
CHHATTISGARH,RAIGARH,89,1
"TAMIL NADU","THIRUNELVELI RURAL",89,1
BIHAR,KATIHAR,89,1
JHARKHAND,PALAMU,89,1
KARNATAKA,GULBARGA,89,1
KARNATAKA,RAMANAGAR,89,1
ASSAM,DIBRUGARH,89,1
HARYANA,GURGAON,89,1
BIHAR,AURANGABAD,89,1
"UTTAR PRADESH",BIJNOR,89,1
"UTTAR PRADESH","GAUTAMBUDH NAGAR",89,1
"WEST BENGAL","BKP CP",89,1
"ANDHRA PRADESH",NELLORE,89,1
"MADHYA PRADESH",DHAR,89,1
"UTTAR PRADESH",BAGHPAT,89,1
"UTTAR PRADESH",RAMPUR,89,1
"UTTAR PRADESH",SAHARANPUR,89,1
"ANDHRA PRADESH",KHAMMAM,89,1
BIHAR,BANKA,89,1
"UTTAR PRADESH",AZAMGARH,89,1
"UTTAR PRADESH",FATEHGARH,89,1
"UTTAR PRADESH",GORAKHPUR,89,1
BIHAR,ROHTAS,89,1
"MADHYA PRADESH",SHIVPURI,88,1
"TAMIL NADU",DHARMAPURI,88,1
"UTTAR PRADESH",BARABANKI,88,1
BIHAR,NAWADAH,88,1
CHHATTISGARH,SARGUJA,88,1
KARNATAKA,GULBARGA,88,1
"WEST BENGAL",HOOGHLY,88,1
"UTTAR PRADESH",JALAUN,88,1
"ANDHRA PRADESH",NIZAMABAD,88,1
ASSAM,NAGAON,88,1
RAJASTHAN,JAIPUR,88,1
ASSAM,SONITPUR,88,1
CHHATTISGARH,DANTEWARA,88,1
"UTTAR PRADESH",BADAUN,88,1
"WEST BENGAL",MALDA,88,1
MAHARASHTRA,NANDED,88,1
MAHARASHTRA,"SOLAPUR RURAL",88,1
"TAMIL NADU","COIMBATORE RURAL",88,1
JHARKHAND,SIMDEGA,88,1
KARNATAKA,TUMKUR,88,1
ODISHA,MAYURBHANJ,88,1
"ANDHRA PRADESH",GUNTUR,88,1
"ANDHRA PRADESH",PRAKASHAM,88,1
BIHAR,AURANGABAD,88,1
"UTTAR PRADESH","GAUTAMBUDH NAGAR",88,1
"TAMIL NADU","THIRUNELVELI RURAL",88,1
"WEST BENGAL","PASCHIM MIDNAPUR",88,1
CHHATTISGARH,DURG,87,1
KARNATAKA,"BANGALORE RURAL",87,1
"UTTAR PRADESH",MATHURA,87,1
GUJARAT,"SURAT COMMR.",87,1
ODISHA,GANJAM,87,1
"UTTAR PRADESH",BIJNOR,87,1
"WEST BENGAL","PURAB MIDNAPUR",87,1
CHHATTISGARH,RAIGARH,87,1
"TAMIL NADU",KANCHIPURAM,87,1
"TAMIL NADU",VILLUPURAM,87,1
"UTTAR PRADESH",SHAHJAHANPUR,87,1
MAHARASHTRA,"NASIK RURAL",87,1
ASSAM,KOKRAJHAR,87,1
"UTTAR PRADESH",RAIBAREILLY,87,1
ODISHA,SUNDARGARH,87,1
RAJASTHAN,BHARATPUR,87,1
"UTTAR PRADESH",RAMPUR,87,1
"JAMMU & KASHMIR",DODA,87,1
"MADHYA PRADESH",DHAR,87,1
"TAMIL NADU",VELLORE,87,1
JHARKHAND,JAMSHEDPUR,87,1
NAGALAND,TOTAL,87,1
"WEST BENGAL",JALPAIGURI,87,1
"UTTAR PRADESH","GAUTAMBUDH NAGAR",87,1
"UTTAR PRADESH",HARDOI,87,1
CHHATTISGARH,DANTEWARA,87,1
ASSAM,SONITPUR,86,1
"UTTAR PRADESH",HATHRAS,86,1
CHHATTISGARH,RAIPUR,86,1
"JAMMU & KASHMIR",ANANTNAG,86,1
"JAMMU & KASHMIR",SRINAGAR,86,1
"WEST BENGAL","PASCHIM MIDNAPUR",86,1
BIHAR,SIWAN,86,1
"JAMMU & KASHMIR",RAJOURI,86,1
"DELHI UT",SOUTH,86,1
"JAMMU & KASHMIR",BARAMULLA,86,1
"MADHYA PRADESH",GWALIOR,86,1
"ANDHRA PRADESH",NELLORE,86,1
GUJARAT,"SURAT COMMR.",86,1
"MADHYA PRADESH",DHAR,86,1
JHARKHAND,DHANBAD,86,1
MAHARASHTRA,AHMEDNAGAR,86,1
"WEST BENGAL",JALPAIGURI,86,1
"UTTAR PRADESH",HARDOI,86,1
ASSAM,"GUWAHATI CITY",86,1
JHARKHAND,GIRIDIH,86,1
"MADHYA PRADESH",CHHINDWARA,86,1
MAHARASHTRA,BEED,86,1
MAHARASHTRA,"NAGPUR RURAL",86,1
"TAMIL NADU",CHENNAISUBURBAN,86,1
"WEST BENGAL",MALDA,86,1
MAHARASHTRA,"NASIK RURAL",86,1
"ANDHRA PRADESH",NALGONDA,86,1
ASSAM,TINSUKIA,86,1
HARYANA,SONIPAT,86,1
KARNATAKA,MANDYA,86,1
ODISHA,GANJAM,86,1
ODISHA,SUNDARGARH,85,1
BIHAR,MUNGER,85,1
GUJARAT,"AHMEDABAD COMMR.",85,1
"ANDHRA PRADESH",ADILABAD,85,1
"ANDHRA PRADESH",CHITTOOR,85,1
ASSAM,TINSUKIA,85,1
ASSAM,DIBRUGARH,85,1
CHHATTISGARH,DURG,85,1
ODISHA,KEONJHAR,85,1
BIHAR,BHAGALPUR,85,1
BIHAR,SIWAN,85,1
ODISHA,GANJAM,85,1
"UTTAR PRADESH",BIJNOR,85,1
JHARKHAND,GARHWA,85,1
"TAMIL NADU",THOOTHUGUDI,85,1
"WEST BENGAL",KOLKATA,85,1
MAHARASHTRA,SANGLI,85,1
RAJASTHAN,ALWAR,85,1
"UTTAR PRADESH","KANPUR DEHAT",85,1
RAJASTHAN,JAIPUR,85,1
"UTTAR PRADESH",ETAWAH,85,1
"UTTAR PRADESH",J.P.NAGAR,85,1
"UTTAR PRADESH",SULTANPUR,85,1
GUJARAT,"VADODARA RURAL",85,1
"UTTAR PRADESH",BAGHPAT,85,1
"ANDHRA PRADESH","EAST GODAVARI",85,1
MAHARASHTRA,"NAGPUR COMMR.",85,1
"UTTAR PRADESH",FATEHGARH,85,1
"MADHYA PRADESH",GWALIOR,84,1
"MADHYA PRADESH",SAGAR,84,1
"MADHYA PRADESH",UJJAIN,84,1
"ANDHRA PRADESH",NELLORE,84,1
"JAMMU & KASHMIR",POONCH,84,1
BIHAR,AURANGABAD,84,1
"TAMIL NADU",CHENGAI,84,1
CHHATTISGARH,RAIPUR,84,1
"MADHYA PRADESH",JABALPUR,84,1
"UTTAR PRADESH",AZAMGARH,84,1
"UTTAR PRADESH",SAHARANPUR,84,1
ODISHA,KEONJHAR,84,1
ODISHA,MAYURBHANJ,84,1
RAJASTHAN,UDAIPUR,84,1
HARYANA,SONIPAT,84,1
"TAMIL NADU",THOOTHUGUDI,84,1
"UTTAR PRADESH",BADAUN,84,1
ASSAM,SONITPUR,84,1
BIHAR,NALANDA,84,1
MAHARASHTRA,YAVATMAL,84,1
"WEST BENGAL","PURAB MIDNAPUR",84,1
"DELHI UT",OUTER,84,1
MAHARASHTRA,BEED,84,1
"UTTAR PRADESH",MATHURA,83,1
CHHATTISGARH,DURG,83,1
KARNATAKA,BIJAPUR,83,1
GUJARAT,"AHMEDABAD COMMR.",83,1
HARYANA,SONIPAT,83,1
KARNATAKA,TUMKUR,83,1
KARNATAKA,MANDYA,83,1
RAJASTHAN,BHARATPUR,83,1
"TAMIL NADU","THIRUNELVELI RURAL",83,1
TRIPURA,WEST,83,1
"ANDHRA PRADESH","EAST GODAVARI",83,1
BIHAR,KATIHAR,83,1
RAJASTHAN,UDAIPUR,83,1
ASSAM,"GUWAHATI CITY",83,1
BIHAR,BETTIAH,83,1
MANIPUR,TOTAL,83,1
"ARUNACHAL PRADESH",TOTAL,83,1
CHHATTISGARH,DANTEWARA,83,1
"UTTAR PRADESH",JALAUN,83,1
"DELHI UT",SOUTH,83,1
GUJARAT,PANCHMAHAL,83,1
MAHARASHTRA,SATARA,83,1
"TAMIL NADU","COIMBATORE RURAL",83,1
MAHARASHTRA,YAVATMAL,83,1
ODISHA,SUNDARGARH,83,1
CHHATTISGARH,BILASPUR,83,1
"JAMMU & KASHMIR",DODA,83,1
RAJASTHAN,JAIPUR,83,1
BIHAR,NAWADAH,83,1
"UTTAR PRADESH",BAGHPAT,83,1
"UTTAR PRADESH",ETAWAH,82,1
HARYANA,SONIPAT,82,1
MAHARASHTRA,AHMEDNAGAR,82,1
RAJASTHAN,ALWAR,82,1
MAHARASHTRA,JALGAON,82,1
"UTTAR PRADESH",GORAKHPUR,82,1
"UTTAR PRADESH",SAHARANPUR,82,1
"WEST BENGAL",HOOGHLY,82,1
ODISHA,SUNDARGARH,82,1
BIHAR,AURANGABAD,82,1
GUJARAT,"VADODARA RURAL",82,1
"TAMIL NADU",VILLUPURAM,82,1
"UTTAR PRADESH",SITAPUR,82,1
"WEST BENGAL",HOWRAH,82,1
BIHAR,SIWAN,82,1
CHHATTISGARH,RAIGARH,82,1
"UTTAR PRADESH",RAMPUR,82,1
BIHAR,MUNGER,82,1
GUJARAT,"AHMEDABAD COMMR.",82,1
MAHARASHTRA,NANDED,82,1
"TAMIL NADU",THANJAVUR,82,1
"TAMIL NADU",VELLORE,82,1
MAHARASHTRA,GADCHIROLI,82,1
"UTTAR PRADESH",MAINPURI,82,1
BIHAR,NAWADAH,82,1
HARYANA,GURGAON,82,1
KARNATAKA,GULBARGA,82,1
"WEST BENGAL","PURAB MIDNAPUR",82,1
ODISHA,KEONJHAR,81,1
"UTTAR PRADESH",SAHARANPUR,81,1
BIHAR,PURNEA,81,1
BIHAR,SAMASTIPUR,81,1
BIHAR,GOPALGANJ,81,1
MAHARASHTRA,AHMEDNAGAR,81,1
"TAMIL NADU",VELLORE,81,1
"WEST BENGAL","PURAB MIDNAPUR",81,1
ASSAM,SONITPUR,81,1
BIHAR,JAMUI,81,1
HARYANA,SONIPAT,81,1
"TAMIL NADU","SALEM RURAL",81,1
BIHAR,MADHUBANI,81,1
"MADHYA PRADESH",DHAR,81,1
"ANDHRA PRADESH",ADILABAD,81,1
ASSAM,DIBRUGARH,81,1
BIHAR,ARARIA,81,1
HARYANA,BHIWANI,81,1
MAHARASHTRA,NANDED,81,1
"UTTAR PRADESH",MAINPURI,81,1
GUJARAT,"SURAT COMMR.",81,1
GUJARAT,"VADODARA RURAL",81,1
"MADHYA PRADESH",CHHINDWARA,81,1
"MADHYA PRADESH",SAGAR,81,1
JHARKHAND,HAZARIBAGH,81,1
"UTTAR PRADESH",BIJNOR,81,1
"WEST BENGAL","PASCHIM MIDNAPUR",81,1
"ANDHRA PRADESH","WEST GODAVARI",81,1
"ARUNACHAL PRADESH",TOTAL,81,1
"MADHYA PRADESH",INDORE,81,1
"ANDHRA PRADESH",CUDDAPAH,80,1
CHHATTISGARH,JAGDALPUR,80,1
KARNATAKA,TUMKUR,80,1
MAHARASHTRA,NANDED,80,1
"ANDHRA PRADESH",NELLORE,80,1
BIHAR,MUNGER,80,1
RAJASTHAN,ALWAR,80,1
BIHAR,SITAMARHI,80,1
"JAMMU & KASHMIR",POONCH,80,1
"UTTAR PRADESH",VARANASI,80,1
BIHAR,NAWADAH,80,1
PUNJAB,JALANDHAR,80,1
"TAMIL NADU",VELLORE,80,1
"UTTAR PRADESH",ETAWAH,80,1
ASSAM,GOLAGHAT,80,1
BIHAR,SIWAN,80,1
JHARKHAND,DHANBAD,80,1
"MADHYA PRADESH",SAGAR,80,1
MAHARASHTRA,"NASIK RURAL",80,1
HARYANA,GURGAON,80,1
JHARKHAND,HAZARIBAGH,80,1
MAHARASHTRA,BEED,80,1
MAHARASHTRA,"SOLAPUR RURAL",80,1
"ANDHRA PRADESH",KRISHNA,80,1
BIHAR,PURNEA,80,1
KARNATAKA,"MYSORE RURAL",80,1
ODISHA,MAYURBHANJ,80,1
ODISHA,ROURKELA,80,1
"UTTAR PRADESH",BAGHPAT,80,1
GUJARAT,"VADODARA RURAL",79,1
"UTTAR PRADESH",KHIRI,79,1
BIHAR,MUNGER,79,1
JHARKHAND,PALAMU,79,1
"UTTAR PRADESH",BIJNOR,79,1
"UTTAR PRADESH",GORAKHPUR,79,1
"ANDHRA PRADESH","VISAKHA RURAL",79,1
JHARKHAND,DHANBAD,79,1
"UTTAR PRADESH",RAMPUR,79,1
PUNJAB,"CP LUDHIANA",79,1
"UTTAR PRADESH",FATEHPUR,79,1
ASSAM,NALBARI,79,1
KARNATAKA,GULBARGA,79,1
MAHARASHTRA,"SOLAPUR RURAL",79,1
"TAMIL NADU","SALEM RURAL",79,1
"UTTAR PRADESH",JALAUN,79,1
ASSAM,TINSUKIA,79,1
KARNATAKA,TUMKUR,79,1
ODISHA,MAYURBHANJ,79,1
ASSAM,NAGAON,79,1
MAHARASHTRA,YAVATMAL,79,1
"TAMIL NADU",CHENGAI,79,1
"WEST BENGAL","PASCHIM MIDNAPUR",79,1
"TAMIL NADU","COIMBATORE RURAL",79,1
"UTTAR PRADESH",BARABANKI,79,1
"JAMMU & KASHMIR",BUDGAM,78,1
"MADHYA PRADESH",CHHINDWARA,78,1
"TAMIL NADU",CHENGAI,78,1
"TAMIL NADU",VELLORE,78,1
ASSAM,NAGAON,78,1
GUJARAT,"SURAT RURAL",78,1
"UTTAR PRADESH",BARABANKI,78,1
BIHAR,MADHUBANI,78,1
MAHARASHTRA,SANGLI,78,1
BIHAR,NAWADAH,78,1
"MADHYA PRADESH",SHIVPURI,78,1
"JAMMU & KASHMIR",BARAMULLA,78,1
"MADHYA PRADESH",SATNA,78,1
MAHARASHTRA,"AMRAVATI RURAL",78,1
RAJASTHAN,ALWAR,78,1
"ANDHRA PRADESH",NELLORE,78,1
ASSAM,SIBSAGAR,78,1
BIHAR,SAMASTIPUR,78,1
JHARKHAND,HAZARIBAGH,78,1
"MADHYA PRADESH",DHAR,78,1
"ANDHRA PRADESH","WEST GODAVARI",78,1
"WEST BENGAL",MALDA,78,1
BIHAR,BANKA,78,1
"UTTAR PRADESH","GAUTAMBUDH NAGAR",78,1
BIHAR,SIWAN,78,1
"MADHYA PRADESH",BHIND,78,1
CHHATTISGARH,JASHPUR,78,1
HARYANA,SONIPAT,78,1
MANIPUR,TOTAL,78,1
"ANDHRA PRADESH",KRISHNA,78,1
BIHAR,DARBHANGA,78,1
KARNATAKA,"MYSORE RURAL",78,1
"MADHYA PRADESH",BHOPAL,78,1
ODISHA,JAJPUR,78,1
JHARKHAND,DUMKA,77,1
MAHARASHTRA,"NAGPUR RURAL",77,1
"DELHI UT",OUTER,77,1
ASSAM,DIBRUGARH,77,1
MAHARASHTRA,YAVATMAL,77,1
"UTTAR PRADESH",SAHARANPUR,77,1
"MADHYA PRADESH",UJJAIN,77,1
RAJASTHAN,UDAIPUR,77,1
"UTTAR PRADESH",SITAPUR,77,1
HARYANA,ROHTAK,77,1
"TAMIL NADU",VELLORE,77,1
BIHAR,MADHUBANI,77,1
KARNATAKA,HASSAN,77,1
KARNATAKA,RAMANAGAR,77,1
"UTTAR PRADESH","BHIM NAGAR",77,1
"UTTAR PRADESH",HARDOI,77,1
"UTTAR PRADESH",SHAHJAHANPUR,77,1
BIHAR,NAWADAH,77,1
"TAMIL NADU","COIMBATORE RURAL",77,1
"UTTAR PRADESH",FAIZABAD,77,1
"UTTAR PRADESH",KAUSHAMBI,77,1
"WEST BENGAL",HOOGHLY,77,1
"ARUNACHAL PRADESH",TOTAL,77,1
CHHATTISGARH,RAIPUR,77,1
"JAMMU & KASHMIR",ANANTNAG,77,1
"TAMIL NADU",VILLUPURAM,77,1
"WEST BENGAL","PASCHIM MIDNAPUR",77,1
BIHAR,AURANGABAD,77,1
ODISHA,MAYURBHANJ,77,1
"MADHYA PRADESH",JABALPUR,77,1
MAHARASHTRA,SANGLI,77,1
ASSAM,SIBSAGAR,77,1
BIHAR,BANKA,77,1
MAHARASHTRA,"NASIK RURAL",77,1
"UTTAR PRADESH",SULTANPUR,77,1
"JAMMU & KASHMIR",RAJOURI,76,1
JHARKHAND,HAZARIBAGH,76,1
"UTTAR PRADESH",JHANSI,76,1
"UTTAR PRADESH",PRATAPGARH,76,1
"WEST BENGAL",BIRBHUM,76,1
MAHARASHTRA,YAVATMAL,76,1
ODISHA,GANJAM,76,1
"TAMIL NADU",VILLUPURAM,76,1
"UTTAR PRADESH",HATHRAS,76,1
BIHAR,BHABHUA,76,1
ODISHA,KEONJHAR,76,1
"TAMIL NADU",THOOTHUGUDI,76,1
"UTTAR PRADESH",J.P.NAGAR,76,1
ASSAM,"KARBI ANGLONG",76,1
BIHAR,BETTIAH,76,1
CHHATTISGARH,BIZAPUR,76,1
GUJARAT,"AHMEDABAD COMMR.",76,1
HARYANA,FARIDABAD,76,1
BIHAR,MADHUBANI,76,1
BIHAR,MUNGER,76,1
GUJARAT,"VADODARA RURAL",76,1
"WEST BENGAL","PURAB MIDNAPUR",76,1
BIHAR,DARBHANGA,76,1
BIHAR,NAWADAH,76,1
JHARKHAND,BOKARO,76,1
"UTTAR PRADESH",GORAKHPUR,76,1
"MADHYA PRADESH",BHIND,76,1
"MADHYA PRADESH",UJJAIN,76,1
RAJASTHAN,"JAIPUR RURAL",76,1
"UTTAR PRADESH",BAGHPAT,76,1
"UTTAR PRADESH",HARDOI,76,1
BIHAR,GOPALGANJ,76,1
"MADHYA PRADESH",ALIRAJPUR,76,1
PUNJAB,"CP LUDHIANA",76,1
BIHAR,BANKA,76,1
HARYANA,HISSAR,76,1
RAJASTHAN,UDAIPUR,76,1
"TAMIL NADU",KANCHIPURAM,76,1
"TAMIL NADU","MADURAI RURAL",76,1
"TAMIL NADU",VELLORE,76,1
HARYANA,SONIPAT,75,1
MAHARASHTRA,SATARA,75,1
"UTTAR PRADESH","GAUTAMBUDH NAGAR",75,1
"UTTAR PRADESH",GORAKHPUR,75,1
"ANDHRA PRADESH",PRAKASHAM,75,1
JHARKHAND,SIMDEGA,75,1
"TAMIL NADU",KANCHIPURAM,75,1
"UTTAR PRADESH",MAINPURI,75,1
"ARUNACHAL PRADESH",TOTAL,75,1
MAHARASHTRA,"SOLAPUR RURAL",75,1
"UTTAR PRADESH",FATEHPUR,75,1
"UTTAR PRADESH",MATHURA,75,1
"ANDHRA PRADESH","RANGA REDDY",75,1
KARNATAKA,RAMANAGAR,75,1
"ANDHRA PRADESH",WARANGAL,75,1
"MADHYA PRADESH",BETUL,75,1
NAGALAND,TOTAL,75,1
ODISHA,BALASORE,75,1
ASSAM,SIBSAGAR,75,1
"UTTAR PRADESH",RAIBAREILLY,75,1
GUJARAT,"SURAT COMMR.",75,1
"TAMIL NADU","THIRUNELVELI RURAL",75,1
RAJASTHAN,ALWAR,75,1
BIHAR,NAWADAH,75,1
BIHAR,AURANGABAD,74,1
"JAMMU & KASHMIR",ANANTNAG,74,1
ODISHA,MAYURBHANJ,74,1
PUNJAB,LUDHIANA,74,1
"TAMIL NADU","THIRUNELVELI RURAL",74,1
KARNATAKA,HASSAN,74,1
ODISHA,KEONJHAR,74,1
"UTTAR PRADESH",VARANASI,74,1
GUJARAT,"SURAT COMMR.",74,1
"MADHYA PRADESH",BALAGHAT,74,1
"UTTAR PRADESH",PILIBHIT,74,1
"UTTAR PRADESH",RAIBAREILLY,74,1
"UTTAR PRADESH",RAMPUR,74,1
"MADHYA PRADESH",CHHINDWARA,74,1
MAHARASHTRA,JALGAON,74,1
"MADHYA PRADESH",SATNA,74,1
TRIPURA,WEST,74,1
UTTARAKHAND,"UDHAMSINGH NAGAR",74,1
KARNATAKA,TUMKUR,74,1
"MADHYA PRADESH",BHOPAL,74,1
MAHARASHTRA,SANGLI,74,1
BIHAR,SIWAN,74,1
"MADHYA PRADESH",SHIVPURI,74,1
MAHARASHTRA,LATUR,74,1
MAHARASHTRA,YAVATMAL,74,1
ODISHA,JAJPUR,74,1
"TAMIL NADU",CHENNAISUBURBAN,74,1
"TAMIL NADU",VELLORE,74,1
"UTTAR PRADESH",AZAMGARH,74,1
"UTTAR PRADESH",FATEHPUR,74,1
KARNATAKA,MANDYA,74,1
"WEST BENGAL",MALDA,74,1
"DELHI UT",NORTH-EAST,74,1
"DELHI UT",OUTER,74,1
"UTTAR PRADESH",KHIRI,74,1
BIHAR,NAWADAH,74,1
HARYANA,BHIWANI,74,1
ASSAM,NAGAON,74,1
CHHATTISGARH,BILASPUR,74,1
MAHARASHTRA,"AURANGABAD RURAL",74,1
