state,district,year,rape,kidnapping
"MADHYA PRADESH",DHAR,2010,89,41
"MADHYA PRADESH",SATNA,2010,89,20
"ANDHRA PRADESH",CYBERABAD,2011,89,90
KERALA,KASARGOD,2012,89,10
"MADHYA PRADESH",SATNA,2012,89,25
"MADHYA PRADESH",NARSINGHPUR,2002,88,6
"WEST BENGAL","24 PARGANAS NORTH",2002,88,63
"ANDHRA PRADESH",KARIMNAGAR,2003,88,67
"MADHYA PRADESH",DEWAS,2003,88,20
"MADHYA PRADESH",RAJGARH,2003,88,5
ASSAM,"GUWAHATI CITY",2004,88,228
BIHAR,KATIHAR,2005,88,53
ODISHA,MAYURBHANJ,2006,88,37
DELHI,WEST,2006,88,128
ASSAM,DHEMAJI,2008,88,51
MEGHALAYA,TOTAL,2008,88,25
RAJASTHAN,ALWAR,2008,88,91
ASSAM,MORIGAON,2009,88,69
"MADHYA PRADESH",RATLAM,2010,88,23
"ANDHRA PRADESH",MAHABOOBNAGAR,2011,88,69
"ANDHRA PRADESH",ADILABAD,2012,88,61
ASSAM,DARRANG,2012,88,168
"MADHYA PRADESH",BALAGHAT,2001,87,11
"MADHYA PRADESH",BALAGHAT,2002,87,8
ASSAM,SONITPUR,2004,87,101
DELHI,SOUTH,2005,87,169
DELHI,SOUTH,2006,87,169
"ANDHRA PRADESH",MAHABOOBNAGAR,2007,87,75
UTTARAKHAND,TOTAL,2008,87,222
"MADHYA PRADESH",VIDISHA,2011,87,27
MAHARASHTRA,"PUNE RURAL",2011,87,48
ODISHA,BALASORE,2012,87,130
DELHI,SOUTH-WEST,2012,87,244
"MADHYA PRADESH",TIKAMGARH,2001,86,4
JHARKHAND,GODDA,2002,86,6
"MADHYA PRADESH",SIHORE,2003,86,4
JHARKHAND,GODDA,2004,86,6
"MADHYA PRADESH",BALAGHAT,2004,86,6
"MADHYA PRADESH",DEWAS,2005,86,21
"MADHYA PRADESH",RAISEN,2010,86,32
"TAMIL NADU",VILLUPURAM,2011,86,187
TRIPURA,WEST,2011,86,56
ODISHA,MAYURBHANJ,2012,86,67
"UTTAR PRADESH",BAREILLY,2012,86,249
"UTTAR PRADESH",SITAPUR,2001,85,47
"ANDHRA PRADESH",MAHABOOBNAGAR,2002,85,36
"ANDHRA PRADESH",KARIMNAGAR,2004,85,98
"MADHYA PRADESH",DEWAS,2006,85,16
"MADHYA PRADESH",VIDISHA,2006,85,14
"MADHYA PRADESH",RATLAM,2007,85,13
KERALA,PALAKKAD,2011,85,9
"MADHYA PRADESH",GWALIOR,2012,85,75
MAHARASHTRA,"PUNE COMMR.",2012,85,77
"MADHYA PRADESH",INDORE,2001,84,35
"WEST BENGAL",MIDNAPUR,2001,84,74
"MADHYA PRADESH",SHAJAPUR,2002,84,15
"MADHYA PRADESH",BHOPAL,2004,84,38
ODISHA,MAYURBHANJ,2004,84,25
"ANDHRA PRADESH",KARIMNAGAR,2005,84,91
"MADHYA PRADESH",DEWAS,2007,84,18
"MADHYA PRADESH",SATNA,2007,84,17
"ANDHRA PRADESH",KARIMNAGAR,2008,84,148
"ANDHRA PRADESH",ADILABAD,2011,84,70
"ANDHRA PRADESH",KHAMMAM,2011,84,73
"UTTAR PRADESH",KHIRI,2001,83,90
"MADHYA PRADESH",GUNA,2003,83,6
DELHI,SOUTH,2003,83,102
"WEST BENGAL",JALPAIGURI,2004,83,49
"MADHYA PRADESH",RAJGARH,2006,83,6
"MADHYA PRADESH",SHIVPURI,2006,83,17
ASSAM,BARPETA,2007,83,81
MIZORAM,TOTAL,2007,83,0
DELHI,SOUTH,2007,83,177
"MADHYA PRADESH",RAJGARH,2008,83,22
MIZORAM,TOTAL,2009,83,0
RAJASTHAN,BHARATPUR,2010,83,152
KERALA,MALAPPURAM,2011,83,12
"MADHYA PRADESH",SATNA,2011,83,13
"MADHYA PRADESH",CHHINDWARA,2002,82,9
"MADHYA PRADESH",CHHINDWARA,2003,82,12
"MADHYA PRADESH",DHAR,2003,82,23
CHHATTISGARH,JAGDALPUR,2004,82,20
"MADHYA PRADESH",DEWAS,2004,82,21
RAJASTHAN,JAIPUR,2005,82,163
"WEST BENGAL",COOCHBEHAR,2005,82,30
BIHAR,KATIHAR,2006,82,31
"MADHYA PRADESH",BHOPAL,2007,82,43
"MADHYA PRADESH",DHAR,2007,82,18
"MADHYA PRADESH",SIDHI,2007,82,37
MEGHALAYA,TOTAL,2007,82,22
"UTTAR PRADESH",LUCKNOW,2007,82,216
"MADHYA PRADESH",REWA,2008,82,26
"UTTAR PRADESH",LUCKNOW,2008,82,331
"ANDHRA PRADESH",CYBERABAD,2009,82,113
"MADHYA PRADESH",INDORE,2009,82,29
RAJASTHAN,BHARATPUR,2009,82,131
"MADHYA PRADESH",SIHORE,2011,82,26
RAJASTHAN,HANUMANGARH,2011,82,38
MAHARASHTRA,"NAGPUR RURAL",2001,81,16
RAJASTHAN,BARAN,2001,81,94
"ANDHRA PRADESH","WEST GODAVARI",2004,81,43
RAJASTHAN,JAIPUR,2004,81,182
CHHATTISGARH,RAJNANDGAON,2005,81,6
BIHAR,KISHANGANJ,2006,81,69
RAJASTHAN,ALWAR,2006,81,68
"ANDHRA PRADESH",KHAMMAM,2007,81,73
"MADHYA PRADESH","ASHOK NAGAR",2007,81,9
TRIPURA,WEST,2008,81,55
CHHATTISGARH,SARGUJA,2009,81,15
"MADHYA PRADESH",REWA,2010,81,43
"MADHYA PRADESH",VIDISHA,2010,81,18
"MADHYA PRADESH",UJJAIN,2011,81,35
"MADHYA PRADESH",DHAR,2012,81,45
"MADHYA PRADESH",SHAHDOL,2012,81,27
RAJASTHAN,JHALAWAR,2012,81,76
"MADHYA PRADESH",JABALPUR,2002,80,14
"MADHYA PRADESH",RAJGARH,2002,80,8
BIHAR,MUZAFFARPUR,2005,80,14
"MADHYA PRADESH",GUNA,2007,80,2
"ANDHRA PRADESH",CYBERABAD,2008,80,101
ASSAM,DARRANG,2009,80,96
"MADHYA PRADESH",VIDISHA,2009,80,13
ODISHA,MAYURBHANJ,2009,80,60
"WEST BENGAL","UTTAR DINAJPUR",2009,80,85
ASSAM,SONITPUR,2010,80,169
DELHI,SOUTH-EAST,2010,80,189
"ANDHRA PRADESH",KRISHNA,2011,80,75
"MADHYA PRADESH",SHAHDOL,2011,80,17
CHHATTISGARH,JASHPUR,2012,80,19
"MADHYA PRADESH",RAISEN,2001,79,9
"WEST BENGAL",NADIA,2002,79,82
ASSAM,DHUBRI,2004,79,65
BIHAR,KATIHAR,2004,79,34
DELHI,"SOUTH WEST",2004,79,68
"MADHYA PRADESH",BHOPAL,2005,79,24
MAHARASHTRA,"PUNE COMMR.",2005,79,72
ASSAM,LAKHIMPUR,2006,79,93
JHARKHAND,RANCHI,2006,79,40
"MADHYA PRADESH",UJJAIN,2006,79,34
"WEST BENGAL","PASCHIM MIDNAPUR",2006,79,50
DELHI,SOUTH-WEST,2006,79,128
"MADHYA PRADESH",UJJAIN,2007,79,29
"MADHYA PRADESH",SHAJAPUR,2009,79,13
MAHARASHTRA,"PUNE COMMR.",2011,79,72
MAHARASHTRA,"THANE COMMR.",2011,79,70
"UTTAR PRADESH",MEERUT,2011,79,271
DELHI,WEST,2012,79,256
"MADHYA PRADESH",DEWAS,2001,78,11
RAJASTHAN,CHITTORGARH,2003,78,164
"MADHYA PRADESH",GUNA,2004,78,4
"WEST BENGAL",BIRBHUM,2005,78,37
MAHARASHTRA,"THANE COMMR.",2007,78,68
CHHATTISGARH,SARGUJA,2008,78,8
CHHATTISGARH,SURAJPUR,2008,78,7
"MADHYA PRADESH",UJJAIN,2008,78,25
"WEST BENGAL","UTTAR DINAJPUR",2008,78,60
"MADHYA PRADESH",TIKAMGARH,2010,78,16
CHHATTISGARH,JASHPUR,2011,78,33
MAHARASHTRA,AHMEDNAGAR,2011,78,59
"ANDHRA PRADESH",KHAMMAM,2012,78,62
ASSAM,"GUWAHATI CITY",2012,78,326
ASSAM,SIBSAGAR,2012,78,153
"MADHYA PRADESH",BALAGHAT,2012,78,7
"TAMIL NADU",VILLUPURAM,2012,78,188
DELHI,NORTH-EAST,2012,78,263
ODISHA,MAYURBHANJ,2001,77,31
BIHAR,KATIHAR,2002,77,69
BIHAR,DARBHANGA,2003,77,20
"MADHYA PRADESH",INDORE,2003,77,43
ASSAM,SONITPUR,2005,77,106
CHHATTISGARH,BILASPUR,2005,77,36
"MADHYA PRADESH",GUNA,2005,77,5
"MADHYA PRADESH",GWALIOR,2006,77,33
MAHARASHTRA,"PUNE COMMR.",2006,77,74
TRIPURA,WEST,2006,77,28
BIHAR,MUZAFFARPUR,2007,77,64
"MADHYA PRADESH",JABALPUR,2007,77,31
TRIPURA,WEST,2007,77,36
MIZORAM,TOTAL,2008,77,1
"ANDHRA PRADESH",NALGONDA,2009,77,75
"UTTAR PRADESH",BAREILLY,2009,77,153
CHHATTISGARH,SURAJPUR,2010,77,13
"MADHYA PRADESH",UJJAIN,2010,77,48
"MADHYA PRADESH",CHHATARPUR,2011,77,42
MIZORAM,TOTAL,2011,77,0
RAJASTHAN,GANGANAGAR,2012,77,73
JHARKHAND,JAMSHEDPUR,2002,76,18
"MADHYA PRADESH",CHHATARPUR,2002,76,14
MIZORAM,TOTAL,2002,76,2
ASSAM,LAKHIMPUR,2003,76,77
JHARKHAND,GODDA,2003,76,15
JHARKHAND,JAMSHEDPUR,2004,76,18
"WEST BENGAL","UTTAR DINAJPUR",2006,76,46
"WEST BENGAL","UTTAR DINAJPUR",2007,76,55
CHHATTISGARH,SURAJPUR,2009,76,7
TRIPURA,WEST,2009,76,44
ODISHA,MAYURBHANJ,2010,76,72
CHHATTISGARH,SURAJPUR,2011,76,17
"MADHYA PRADESH",TIKAMGARH,2011,76,23
ODISHA,MAYURBHANJ,2011,76,87
"TAMIL NADU",CHENNAI,2011,76,41
"UTTAR PRADESH",AGRA,2011,76,328
"MADHYA PRADESH",RAISEN,2003,75,8
RAJASTHAN,GANGANAGAR,2003,75,47
BIHAR,BHAGALPUR,2005,75,52
"MADHYA PRADESH",RAJGARH,2005,75,15
"MADHYA PRADESH",SATNA,2005,75,3
CHHATTISGARH,SARGUJA,2006,75,11
KERALA,KOLLAM,2006,75,28
"MADHYA PRADESH",RAISEN,2007,75,12
ASSAM,MORIGAON,2008,75,68
"UTTAR PRADESH",MORADABAD,2008,75,163
ASSAM,DHEMAJI,2010,75,76
ASSAM,SIBSAGAR,2010,75,127
"UTTAR PRADESH",LUCKNOW,2010,75,320
"MADHYA PRADESH",GUNA,2011,75,24
"MADHYA PRADESH",GWALIOR,2011,75,81
ODISHA,BALASORE,2011,75,97
ODISHA,KEONJHAR,2011,75,44
DELHI,SOUTH-EAST,2011,75,234
"ANDHRA PRADESH",CYBERABAD,2012,75,102
"MADHYA PRADESH",MANDLA,2012,75,8
UTTARAKHAND,TOTAL,2001,74,126
"MADHYA PRADESH",DHAR,2002,74,24
RAJASTHAN,BANSWARA,2002,74,50
"MADHYA PRADESH",SEONI,2004,74,10
"MADHYA PRADESH",SHAJAPUR,2004,74,11
"WEST BENGAL","PASCHIM MIDNAPUR",2004,74,65
CHHATTISGARH,JAGDALPUR,2005,74,0
CHHATTISGARH,SARGUJA,2005,74,0
"MADHYA PRADESH",RATLAM,2005,74,10
"MADHYA PRADESH",UJJAIN,2005,74,14
BIHAR,DARBHANGA,2006,74,17
"MADHYA PRADESH",RAISEN,2006,74,11
MEGHALAYA,TOTAL,2006,74,25
RAJASTHAN,UDAIPUR,2006,74,98
"WEST BENGAL",MALDA,2006,74,40
ASSAM,KAMRUP,2007,74,36
BIHAR,BANKA,2007,74,17
BIHAR,PATNA,2007,74,65
"MADHYA PRADESH",GWALIOR,2007,74,46
ODISHA,MAYURBHANJ,2007,74,29
MAHARASHTRA,"THANE COMMR.",2008,74,72
RAJASTHAN,BHARATPUR,2008,74,75
"ANDHRA PRADESH",MAHABOOBNAGAR,2009,74,101
ASSAM,MORIGAON,2010,74,88
ASSAM,CACHAR,2011,74,167
"ANDHRA PRADESH","HYDERABAD CITY",2012,74,31
ASSAM,DHEMAJI,2012,74,61
CHHATTISGARH,SURAJPUR,2012,74,15
BIHAR,MUZAFFARPUR,2001,73,25
JHARKHAND,RANCHI,2001,73,1
"MADHYA PRADESH",SHIVPURI,2002,73,6
RAJASTHAN,CHITTORGARH,2002,73,139
"UTTAR PRADESH",SITAPUR,2002,73,61
ASSAM,KAMRUP,2005,73,53
"MADHYA PRADESH",SHAJAPUR,2005,73,10
"MADHYA PRADESH",SIHORE,2005,73,10
"ANDHRA PRADESH",KARIMNAGAR,2006,73,119
"ANDHRA PRADESH",KARIMNAGAR,2007,73,135
RAJASTHAN,ALWAR,2007,73,65
DELHI,EAST,2007,73,102
"MADHYA PRADESH",DEWAS,2008,73,14
DELHI,EAST,2008,73,125
"MADHYA PRADESH",GWALIOR,2009,73,67
"MADHYA PRADESH",REWA,2009,73,25
ASSAM,CACHAR,2010,73,153
"MADHYA PRADESH",HOSHANGABAD,2010,73,35
"MADHYA PRADESH",RAJGARH,2010,73,27
"MADHYA PRADESH",SHIVPURI,2010,73,22
DELHI,OUTER,2011,73,328
DELHI,WEST,2011,73,254
BIHAR,KATIHAR,2012,73,112
CHHATTISGARH,SARGUJA,2012,73,18
"MADHYA PRADESH",UJJAIN,2012,73,31
ODISHA,KORAPUT,2012,73,31
"ANDHRA PRADESH","RANGA REDDY",2001,72,83
"MADHYA PRADESH",SHIVPURI,2001,72,11
CHHATTISGARH,BILASPUR,2002,72,15
"MADHYA PRADESH",SHAHDOL,2002,72,10
"MADHYA PRADESH",GWALIOR,2003,72,50
"UTTAR PRADESH",SITAPUR,2004,72,83
"MADHYA PRADESH",SATNA,2006,72,10
MIZORAM,TOTAL,2006,72,1
CHHATTISGARH,SARGUJA,2007,72,9
"ANDHRA PRADESH",MAHABOOBNAGAR,2008,72,87
ASSAM,CACHAR,2008,72,106
"MADHYA PRADESH",GUNA,2008,72,13
"UTTAR PRADESH","KANPUR NAGAR",2008,72,227
MAHARASHTRA,"PUNE RURAL",2009,72,38
ASSAM,HAILAKANDI,2010,72,54
MAHARASHTRA,"PUNE RURAL",2010,72,33
RAJASTHAN,GANGANAGAR,2010,72,94
"WEST BENGAL",BURDWAN,2010,72,69
DELHI,WEST,2010,72,192
"ANDHRA PRADESH","EAST GODAVARI",2011,72,51
ASSAM,BONGAIGAON,2011,72,64
CHHATTISGARH,KORIYA,2011,72,11
"MADHYA PRADESH",RATLAM,2012,72,25
KERALA,MALAPPURAM,2001,71,4
"WEST BENGAL",NADIA,2001,71,90
ASSAM,CACHAR,2002,71,80
JHARKHAND,HAZARIBAGH,2002,71,18
"MADHYA PRADESH",KHANDWA,2002,71,16
CHHATTISGARH,JAGDALPUR,2003,71,12
"MADHYA PRADESH",SHAJAPUR,2003,71,9
JHARKHAND,HAZARIBAGH,2004,71,18
"MADHYA PRADESH",RATLAM,2004,71,16
DELHI,SOUTH-WEST,2005,71,89
CHHATTISGARH,JAGDALPUR,2006,71,13
"WEST BENGAL","PURAB MIDNAPUR",2006,71,59
ASSAM,"GUWAHATI CITY",2007,71,135
CHHATTISGARH,BILASPUR,2008,71,25
CHHATTISGARH,JASHPUR,2008,71,41
MAHARASHTRA,"THANE RURAL",2008,71,36
ASSAM,SIBSAGAR,2009,71,0
"MADHYA PRADESH",GWALIOR,2010,71,82
"MADHYA PRADESH",KHARGON,2010,71,14
"MADHYA PRADESH",SEONI,2010,71,16
JHARKHAND,SAHEBGANJ,2011,71,37
"UTTAR PRADESH","KANPUR NAGAR",2011,71,303
"ANDHRA PRADESH","EAST GODAVARI",2012,71,40
"MADHYA PRADESH",NARSINGHPUR,2012,71,14
"MADHYA PRADESH",NARSINGHPUR,2001,70,4
"MADHYA PRADESH",RATLAM,2001,70,13
"UTTAR PRADESH",HARDOI,2001,70,60
KERALA,MALAPPURAM,2002,70,4
ASSAM,CACHAR,2003,70,95
"MADHYA PRADESH",HOSHANGABAD,2003,70,7
ODISHA,MAYURBHANJ,2003,70,2
DELHI,WEST,2003,70,73
BIHAR,SITAMARHI,2004,70,30
ASSAM,DARRANG,2006,70,46
BIHAR,BANKA,2006,70,26
"MADHYA PRADESH",BHOPAL,2006,70,42
ASSAM,DHEMAJI,2007,70,28
ASSAM,SONITPUR,2007,70,75
"ANDHRA PRADESH",KHAMMAM,2008,70,83
RAJASTHAN,GANGANAGAR,2008,70,43
"ANDHRA PRADESH",WARANGAL,2009,70,130
ASSAM,CACHAR,2009,70,131
CHHATTISGARH,KORIYA,2009,70,8
"MADHYA PRADESH",KHANDWA,2009,70,12
ASSAM,"GUWAHATI CITY",2010,70,322
"MADHYA PRADESH",SIHORE,2010,70,26
CHHATTISGARH,BILASPUR,2011,70,16
RAJASTHAN,AJMER,2011,70,108
RAJASTHAN,NAGAUR,2011,70,60
"MADHYA PRADESH",DEWAS,2012,70,29
RAJASTHAN,AJMER,2012,70,76
DELHI,SOUTH,2012,70,134
CHHATTISGARH,BILASPUR,2001,69,20
ASSAM,LAKHIMPUR,2002,69,74
"MADHYA PRADESH",GWALIOR,2002,69,48
"ANDHRA PRADESH",MAHABOOBNAGAR,2003,69,33
"MADHYA PRADESH",SHIVPURI,2003,69,16
"ANDHRA PRADESH","WEST GODAVARI",2005,69,35
ASSAM,LAKHIMPUR,2005,69,110
CHHATTISGARH,RAJNANDGAON,2006,69,9
"MADHYA PRADESH",GUNA,2006,69,12
"ANDHRA PRADESH",NALGONDA,2007,69,75
"WEST BENGAL",BURDWAN,2007,69,51
"UTTAR PRADESH",MORADABAD,2009,69,159
CHHATTISGARH,BILASPUR,2010,69,26
CHHATTISGARH,JASHPUR,2010,69,21
"MADHYA PRADESH",KATNI,2010,69,10
BIHAR,ARARIA,2011,69,91
KERALA,"THRISSUR RURAL",2011,69,12
MAHARASHTRA,"AMRAVATI RURAL",2011,69,27
RAJASTHAN,BHARATPUR,2011,69,139
DELHI,NORTH-EAST,2011,69,285
DELHI,SOUTH-WEST,2011,69,238
CHHATTISGARH,RAIGARH,2012,69,14
"MADHYA PRADESH",HOSHANGABAD,2012,69,27
"MADHYA PRADESH",SIHORE,2012,69,14
PUNJAB,"CP LUDHIANA",2012,69,99
RAJASTHAN,BARAN,2012,69,84
"MADHYA PRADESH",DHAR,2001,68,18
"ANDHRA PRADESH",MEDAK,2002,68,38
"MADHYA PRADESH",UJJAIN,2002,68,27
ODISHA,MAYURBHANJ,2002,68,24
"WEST BENGAL","24 PARGANAS SOUTH",2002,68,66
DELHI,"SOUTH WEST",2002,68,80
ASSAM,DHUBRI,2003,68,51
"MADHYA PRADESH",SHAHDOL,2003,68,8
CHHATTISGARH,JASHPUR,2005,68,18
CHHATTISGARH,BILASPUR,2006,68,27
MAHARASHTRA,AHMEDNAGAR,2006,68,22
MAHARASHTRA,"THANE RURAL",2006,68,14
CHHATTISGARH,JAGDALPUR,2008,68,11
"UTTAR PRADESH",SHAHJAHANPUR,2008,68,94
"MADHYA PRADESH",RAJGARH,2009,68,27
"ANDHRA PRADESH",NALGONDA,2010,68,81
KERALA,"TRIVANDRUM RURAL",2010,68,21
CHHATTISGARH,JAGDALPUR,2011,68,9
KERALA,PALAKKAD,2012,68,9
"WEST BENGAL",HOOGHLY,2012,68,145
"WEST BENGAL",KOLKATA,2012,68,210
RAJASTHAN,CHITTORGARH,2001,67,169
ASSAM,SONITPUR,2002,67,109
"MADHYA PRADESH",RATLAM,2002,67,6
ASSAM,GOLAGHAT,2003,67,60
"MADHYA PRADESH",RAISEN,2004,67,8
RAJASTHAN,CHITTORGARH,2004,67,144
DELHI,"NORTH EAST",2004,67,120
"ANDHRA PRADESH","HYDERABAD CITY",2005,67,70
"ANDHRA PRADESH",MAHABOOBNAGAR,2006,67,62
"MADHYA PRADESH",BALAGHAT,2006,67,3
"MADHYA PRADESH",SHAHDOL,2006,67,4
"MADHYA PRADESH",SHAJAPUR,2007,67,11
MAHARASHTRA,"THANE RURAL",2007,67,39
"UTTAR PRADESH",SITAPUR,2007,67,84
BIHAR,DARBHANGA,2008,67,80
"MADHYA PRADESH",RAISEN,2008,67,17
"ANDHRA PRADESH",ADILABAD,2009,67,56
"MADHYA PRADESH",RATLAM,2009,67,18
"MADHYA PRADESH",TIKAMGARH,2009,67,12
MAHARASHTRA,"PUNE COMMR.",2009,67,84
"WEST BENGAL","PASCHIM MIDNAPUR",2010,67,101
RAJASTHAN,JHALAWAR,2011,67,55
"UTTAR PRADESH",ALLAHABAD,2011,67,190
"ANDHRA PRADESH",KRISHNA,2012,67,55
"MADHYA PRADESH",KHARGON,2012,67,20
"MADHYA PRADESH",SHAJAPUR,2012,67,17
MAHARASHTRA,"SOLAPUR RURAL",2012,67,24
RAJASTHAN,BIKANER,2012,67,35
DELHI,OUTER,2012,67,317
"MADHYA PRADESH",DAMOH,2001,66,10
"UTTAR PRADESH",AGRA,2001,66,132
"WEST BENGAL",MURSHIDABAD,2001,66,46
"MADHYA PRADESH",SATNA,2002,66,5
MAHARASHTRA,"AMRAVATI RURAL",2002,66,21
MAHARASHTRA,"NAGPUR RURAL",2002,66,19
MAHARASHTRA,"THANE RURAL",2005,66,37
"MADHYA PRADESH",SIDHI,2006,66,31
"MADHYA PRADESH",SIHORE,2006,66,11
MAHARASHTRA,YAVATMAL,2006,66,34
CHHATTISGARH,KORIYA,2007,66,8
"MADHYA PRADESH",REWA,2007,66,18
MAHARASHTRA,"PUNE COMMR.",2007,66,93
RAJASTHAN,GANGANAGAR,2007,66,44
ASSAM,GOALPARA,2008,66,64
MAHARASHTRA,"PUNE RURAL",2008,66,30
ODISHA,KEONJHAR,2008,66,46
MAHARASHTRA,"THANE COMMR.",2009,66,55
"ANDHRA PRADESH","EAST GODAVARI",2010,66,30
"UTTAR PRADESH",MORADABAD,2010,66,184
"UTTAR PRADESH",ALIGARH,2011,66,265
"UTTAR PRADESH",SITAPUR,2011,66,202
KERALA,KANNUR,2012,66,18
"MADHYA PRADESH",KHANDWA,2012,66,5
"WEST BENGAL","DAKSHIN DINAJPUR",2012,66,107
"MADHYA PRADESH",CHHATARPUR,2001,65,23
"MADHYA PRADESH",HOSHANGABAD,2001,65,13
MAHARASHTRA,"THANE RURAL",2001,65,16
ODISHA,KHURDA,2001,65,32
RAJASTHAN,JHALAWAR,2001,65,57
DELHI,SOUTH,2001,65,170
MAHARASHTRA,YAVATMAL,2002,65,31
"UTTAR PRADESH",BAREILLY,2002,65,93
DELHI,SOUTH,2002,65,124
"MADHYA PRADESH",UJJAIN,2004,65,27
BIHAR,DARBHANGA,2005,65,22
"MADHYA PRADESH",NARSINGHPUR,2005,65,1
HARYANA,PANIPAT,2006,65,29
"MADHYA PRADESH",NARSINGHPUR,2006,65,4
RAJASTHAN,CHITTORGARH,2006,65,127
ASSAM,MORIGAON,2007,65,57
CHHATTISGARH,SURAJPUR,2007,65,3
JHARKHAND,JAMSHEDPUR,2007,65,31
"MADHYA PRADESH",CHHATARPUR,2007,65,25
"MADHYA PRADESH",KHARGON,2008,65,8
KARNATAKA,"BANGALORE COMMR.",2009,65,2
"ANDHRA PRADESH",KARIMNAGAR,2010,65,128
KARNATAKA,"BANGALORE COMMR.",2010,65,29
"MADHYA PRADESH",NARSINGHPUR,2010,65,5
"UTTAR PRADESH",RAMPUR,2010,65,96
CHHATTISGARH,SARGUJA,2011,65,32
KERALA,WAYANADU,2011,65,6
"MADHYA PRADESH",NARSINGHPUR,2011,65,15
"WEST BENGAL","PURAB MIDNAPUR",2011,65,156
"WEST BENGAL",PURULIA,2011,65,52
DELHI,SOUTH,2011,65,143
ASSAM,GOALPARA,2012,65,68
JHARKHAND,SAHEBGANJ,2012,65,45
"MADHYA PRADESH",SEONI,2012,65,8
ODISHA,KALAHANDI,2012,65,41
ODISHA,ROURKELA,2012,65,22
"WEST BENGAL","PURAB MIDNAPUR",2012,65,170
ASSAM,LAKHIMPUR,2001,64,62
"MADHYA PRADESH",MANDLA,2001,64,9
"UTTAR PRADESH",PILIBHIT,2001,64,47
ASSAM,SONITPUR,2003,64,90
"MADHYA PRADESH",SATNA,2004,64,3
"MADHYA PRADESH",HOSHANGABAD,2005,64,9
"MADHYA PRADESH",REWA,2005,64,15
"ANDHRA PRADESH",ADILABAD,2006,64,71
"WEST BENGAL",BURDWAN,2006,64,30
ASSAM,GOLAGHAT,2007,64,58
JHARKHAND,SAHEBGANJ,2007,64,24
"MADHYA PRADESH",KHANDWA,2007,64,13
DELHI,WEST,2007,64,117
"MADHYA PRADESH",HOSHANGABAD,2008,64,14
"MADHYA PRADESH",SHIVPURI,2008,64,24
CHHATTISGARH,JASHPUR,2009,64,24
"MADHYA PRADESH",CHHATARPUR,2009,64,15
"UTTAR PRADESH",MEERUT,2010,64,147
RAJASTHAN,PALI,2011,64,88
ASSAM,TINSUKIA,2012,64,142
CHHATTISGARH,BALRAMPUR,2012,64,0
MAHARASHTRA,"AMRAVATI RURAL",2012,64,17
MAHARASHTRA,YAVATMAL,2012,64,60
"UTTAR PRADESH",ALIGARH,2012,64,263
"WEST BENGAL","PASCHIM MIDNAPUR",2012,64,115
DELHI,NORTH-WEST,2012,64,184
KERALA,PALAKKAD,2001,63,10
"MADHYA PRADESH",KHANDWA,2001,63,12
"MADHYA PRADESH",SHAHDOL,2001,63,13
"MADHYA PRADESH",SIHORE,2002,63,47
BIHAR,BHAGALPUR,2004,63,59
"MADHYA PRADESH",KHARGON,2004,63,15
MAHARASHTRA,"PUNE COMMR.",2004,63,51
MEGHALAYA,TOTAL,2005,63,19
ASSAM,GOLAGHAT,2006,63,70
"MADHYA PRADESH",KHARGON,2007,63,8
"MADHYA PRADESH",TIKAMGARH,2007,63,15
"MADHYA PRADESH",RATLAM,2008,63,14
MAHARASHTRA,"SOLAPUR RURAL",2008,63,37
GUJARAT,"AHMEDABAD COMMR.",2009,63,132
JHARKHAND,RANCHI,2009,63,42
"MADHYA PRADESH",SIHORE,2009,63,23
DELHI,WEST,2009,63,225
MAHARASHTRA,"SOLAPUR RURAL",2010,63,34
"UTTAR PRADESH",ALIGARH,2010,63,237
"ANDHRA PRADESH",NIZAMABAD,2011,63,51
ASSAM,KAMRUP,2011,63,139
"MADHYA PRADESH",MANDLA,2011,63,9
MAHARASHTRA,"THANE RURAL",2011,63,32
ODISHA,ANGUL,2011,63,39
GUJARAT,"AHMEDABAD COMMR.",2012,63,183
HARYANA,KARNAL,2012,63,41
MAHARASHTRA,"THANE RURAL",2012,63,37
MANIPUR,TOTAL,2012,63,133
ODISHA,ANGUL,2012,63,55
"UTTAR PRADESH",LUCKNOW,2001,62,138
CHHATTISGARH,RAJNANDGAON,2002,62,7
"MADHYA PRADESH",HOSHANGABAD,2002,62,20
"WEST BENGAL",MURSHIDABAD,2002,62,35
"ANDHRA PRADESH",NALGONDA,2003,62,37
"MADHYA PRADESH",RATLAM,2003,62,9
ASSAM,GOLAGHAT,2004,62,70
BIHAR,PURNEA,2004,62,6
"MADHYA PRADESH",CHHATARPUR,2004,62,14
"MADHYA PRADESH",SIHORE,2004,62,4
MAHARASHTRA,YAVATMAL,2004,62,39
DELHI,EAST,2004,62,125
"ANDHRA PRADESH",MAHABOOBNAGAR,2005,62,47
CHHATTISGARH,JASHPUR,2006,62,7
"MADHYA PRADESH",MANDLA,2006,62,6
"MADHYA PRADESH",RATLAM,2006,62,14
MAHARASHTRA,"NASIK RURAL",2006,62,24
MAHARASHTRA,"THANE COMMR.",2006,62,65
ASSAM,LAKHIMPUR,2007,62,82
KARNATAKA,"BANGALORE COMMR.",2007,62,35
RAJASTHAN,BHARATPUR,2007,62,83
"UTTAR PRADESH",BAREILLY,2007,62,95
"ANDHRA PRADESH","HYDERABAD CITY",2008,62,77
JHARKHAND,RANCHI,2008,62,62
